범죄도시2, https://movie.naver.com/movie/bi/mi/basic.naver?code=192608,9.48
아이리시맨, https://movie.naver.com/movie/bi/mi/basic.naver?code=154298,8.73
범죄와의 전쟁, https://movie.naver.com/movie/bi/mi/basic.naver?code=82540,8.65
장고:분노의 추적자, https://movie.naver.com/movie/bi/mi/basic.naver?code=87311,8.55
바스터즈:거친 녀석들, https://movie.naver.com/movie/bi/mi/basic.naver?code=52245,8.40
